Exam result,Grade for the probability class,Project grade,Time spent on project,Time spent studying,Interest in the course,Weather the week before the exam,Date,Location,Master,Evalens score of the course
Success,50-80,70-90,More than 20h,10-20h,Interested,Sun,Middle of the exam session,R7,Computer science,Good
Success,80-100,70-90,10-20h,5-10h,Neutral,Sun,End of the exam session,R3,Electricity engineering,Good
Success,80-100,50-70,5-10h,5-10h,Neutral,Sun,Middle of the exam session,R7,Computer science,Medium
Failure,80-100,70-90,10-20h,10-20h,Interested,Sun,Middle of the exam session,R7,Electricity engineering,Bad
Failure,0-50,0-50,5-10h,10-20h,Neutral,Sun,Beginning of the exam session,R7,Electricity engineering,Bad
Failure,0-50,50-70,10-20h,5-10h,Neutral,Sun,Middle of the exam session,R7,Computer science,Medium
Success,0-50,50-70,10-20h,10-20h,Interested,Sun,Middle of the exam session,R3,Data science,Medium
Failure,80-100,70-90,10-20h,10-20h,Interested,Sun,Beginning of the exam session,R3,Electricity engineering,Medium
Failure,50-80,50-70,5-10h,5-10h,Neutral,Rain,End of the exam session,Math amphi,Data science,Medium
Failure,0-50,50-70,10-20h,10-20h,Neutral,Rain,Beginning of the exam session,R7,Data science,Bad
Failure,80-100,50-70,5-10h,10-20h,Neutral,Rain,Beginning of the exam session,R7,Computer science,Bad
Success,50-80,50-70,10-20h,10-20h,Neutral,Sun,Middle of the exam session,Math amphi,Computer science,Medium
Success,0-50,50-70,10-20h,10-20h,Neutral,Sun,Middle of the exam session,R7,Computer science,Bad
Success,50-80,0-50,Less than 2h,5-10h,Not interested,Rain,Middle of the exam session,R3,Computer science,Good
Failure,0-50,0-50,5-10h,5-10h,Neutral,Rain,End of the exam session,R7,Data science,Good
Success,50-80,50-70,10-20h,10-20h,Interested,Rain,Middle of the exam session,R7,Computer science,Medium
Success,80-100,70-90,10-20h,10-20h,Neutral,Sun,Middle of the exam session,Math amphi,Computer science,Good
Success,0-50,0-50,5-10h,10-20h,Neutral,Rain,Beginning of the exam session,R3,Computer science,Bad
Success,50-80,50-70,5-10h,5-10h,Neutral,Sun,End of the exam session,Math amphi,Data science,Medium
Failure,0-50,50-70,10-20h,10-20h,Interested,Sun,Beginning of the exam session,Math amphi,Electricity engineering,Medium
Failure,50-80,50-70,10-20h,10-20h,Neutral,Sun,Beginning of the exam session,R7,Computer science,Medium
Failure,50-80,0-50,2-5h,2-5h,Not interested,Rain,End of the exam session,R7,Electricity engineering,Bad
Success,50-80,50-70,5-10h,10-20h,Neutral,Sun,Beginning of the exam session,R7,Data science,Medium
Failure,80-100,70-90,10-20h,10-20h,Neutral,Rain,Beginning of the exam session,R3,Computer science,Good
Success,0-50,0-50,5-10h,10-20h,Neutral,Rain,Beginning of the exam session,R7,Electricity engineering,Bad
Success,50-80,50-70,5-10h,5-10h,Neutral,Rain,End of the exam session,R3,Computer science,Bad
Success,0-50,0-50,5-10h,5-10h,Neutral,Rain,End of the exam session,R3,Data science,Bad
Success,50-80,50-70,10-20h,10-20h,Interested,Rain,End of the exam session,R7,Data science,Bad
Failure,80-100,70-90,10-20h,10-20h,Interested,Sun,Middle of the exam session,Math amphi,Computer science,Medium
Failure,80-100,70-90,10-20h,10-20h,Interested,Sun,End of the exam session,R3,Computer science,Medium
Failure,50-80,50-70,10-20h,10-20h,Neutral,Rain,Middle of the exam session,R7,Data science,Bad
Success,80-100,70-90,10-20h,10-20h,Interested,Sun,Middle of the exam session,R3,Computer science,Medium
Failure,50-80,0-50,Less than 2h,2-5h,Not interested,Rain,End of the exam session,R3,Computer science,Bad
Success,50-80,50-70,10-20h,10-20h,Interested,Rain,Beginning of the exam session,Math amphi,Computer science,Good
Failure,0-50,50-70,10-20h,10-20h,Interested,Sun,Middle of the exam session,Math amphi,Computer science,Good
Success,50-80,50-70,10-20h,10-20h,Interested,Sun,Middle of the exam session,R3,Computer science,Medium
Failure,50-80,0-50,Less than 2h,Less than 2h,Not interested,Sun,End of the exam session,R3,Data science,Bad
Failure,50-80,50-70,10-20h,10-20h,Neutral,Rain,End of the exam session,R7,Computer science,Medium
Success,50-80,70-90,More than 20h,10-20h,Interested,Sun,End of the exam session,R7,Data science,Good
Success,80-100,70-90,More than 20h,10-20h,Interested,Rain,End of the exam session,R7,Computer science,Good
Success,0-50,0-50,5-10h,10-20h,Neutral,Rain,Middle of the exam session,R7,Data science,Medium
Failure,0-50,50-70,10-20h,10-20h,Neutral,Rain,Middle of the exam session,R3,Data science,Medium
Failure,50-80,0-50,Less than 2h,Less than 2h,Not interested,Sun,End of the exam session,Math amphi,Computer science,Bad
Failure,50-80,50-70,5-10h,5-10h,Neutral,Sun,Middle of the exam session,Math amphi,Computer science,Medium
Failure,0-50,50-70,More than 20h,10-20h,Interested,Sun,Beginning of the exam session,R3,Computer science,Medium
Failure,0-50,0-50,Less than 2h,5-10h,Not interested,Rain,Middle of the exam session,Math amphi,Data science,Medium
Failure,0-50,50-70,More than 20h,10-20h,Interested,Sun,Middle of the exam session,R3,Electricity engineering,Medium
Success,50-80,70-90,10-20h,10-20h,Neutral,Sun,Beginning of the exam session,R7,Computer science,Medium
Success,80-100,50-70,5-10h,10-20h,Neutral,Rain,Middle of the exam session,R3,Computer science,Good
Success,0-50,50-70,5-10h,10-20h,Neutral,Sun,Beginning of the exam session,R3,Electricity engineering,Medium
Success,80-100,70-90,10-20h,10-20h,Interested,Sun,Middle of the exam session,Math amphi,Data science,Good
Success,0-50,50-70,10-20h,10-20h,Interested,Sun,Beginning of the exam session,Math amphi,Electricity engineering,Medium
Success,50-80,50-70,10-20h,More than 20h,Interested,Rain,Beginning of the exam session,R3,Data science,Medium
Success,80-100,70-90,10-20h,10-20h,Neutral,Sun,Beginning of the exam session,R7,Computer science,Good
Failure,50-80,50-70,10-20h,10-20h,Neutral,Rain,Middle of the exam session,Math amphi,Computer science,Medium
Success,50-80,0-50,2-5h,5-10h,Not interested,Sun,Beginning of the exam session,R3,Data science,Bad
Failure,0-50,50-70,10-20h,5-10h,Neutral,Sun,End of the exam session,Math amphi,Computer science,Bad
Success,80-100,70-90,10-20h,5-10h,Neutral,Rain,End of the exam session,R3,Data science,Medium
Failure,50-80,50-70,10-20h,10-20h,Neutral,Sun,Middle of the exam session,R3,Computer science,Medium
Failure,80-100,0-50,Less than 2h,5-10h,Not interested,Rain,Beginning of the exam session,Math amphi,Data science,Medium
Failure,0-50,50-70,10-20h,5-10h,Neutral,Sun,Middle of the exam session,Math amphi,Electricity engineering,Good
Success,50-80,50-70,10-20h,10-20h,Interested,Rain,Beginning of the exam session,R7,Computer science,Bad
Success,0-50,50-70,More than 20h,10-20h,Interested,Rain,Middle of the exam session,Math amphi,Data science,Good
Success,80-100,50-70,5-10h,5-10h,Neutral,Rain,Middle of the exam session,R7,Electricity engineering,Medium
Success,50-80,70-90,10-20h,10-20h,Neutral,Rain,Middle of the exam session,R7,Computer science,Good
Success,0-50,50-70,10-20h,10-20h,Interested,Sun,End of the exam session,Math amphi,Computer science,Good
Success,50-80,50-70,10-20h,10-20h,Interested,Sun,Beginning of the exam session,R3,Electricity engineering,Good
Failure,0-50,50-70,10-20h,10-20h,Interested,Sun,End of the exam session,Math amphi,Data science,Bad
Success,80-100,70-90,10-20h,10-20h,Interested,Sun,Middle of the exam session,Math amphi,Data science,Medium
Success,80-100,50-70,5-10h,10-20h,Neutral,Sun,Beginning of the exam session,Math amphi,Computer science,Medium
Failure,80-100,50-70,2-5h,2-5h,Not interested,Rain,Middle of the exam session,Math amphi,Computer science,Medium
Failure,80-100,0-50,Less than 2h,5-10h,Not interested,Sun,Beginning of the exam session,Math amphi,Computer science,Bad
Failure,80-100,70-90,More than 20h,10-20h,Interested,Sun,End of the exam session,R7,Computer science,Medium
Failure,50-80,0-50,2-5h,2-5h,Not interested,Rain,End of the exam session,R7,Computer science,Medium
Success,80-100,70-90,More than 20h,10-20h,Interested,Sun,End of the exam session,Math amphi,Data science,Medium
Failure,50-80,0-50,2-5h,Less than 2h,Not interested,Sun,End of the exam session,Math amphi,Data science,Bad
Success,80-100,0-50,Less than 2h,5-10h,Not interested,Rain,Middle of the exam session,Math amphi,Computer science,Bad
Failure,80-100,50-70,5-10h,10-20h,Neutral,Sun,Beginning of the exam session,R3,Data science,Medium
Success,50-80,70-90,More than 20h,10-20h,Interested,Rain,End of the exam session,Math amphi,Electricity engineering,Medium
Success,80-100,70-90,10-20h,10-20h,Interested,Sun,Beginning of the exam session,R7,Computer science,Good
Success,80-100,70-90,10-20h,10-20h,Neutral,Sun,Middle of the exam session,R3,Data science,Medium
Failure,50-80,50-70,10-20h,10-20h,Interested,Rain,End of the exam session,Math amphi,Data science,Good
Failure,80-100,70-90,10-20h,10-20h,Interested,Rain,Middle of the exam session,Math amphi,Electricity engineering,Good
Failure,0-50,50-70,10-20h,10-20h,Interested,Sun,End of the exam session,R7,Computer science,Medium
Failure,80-100,50-70,5-10h,5-10h,Neutral,Sun,End of the exam session,R7,Computer science,Medium
Failure,80-100,70-90,10-20h,5-10h,Neutral,Sun,End of the exam session,Math amphi,Computer science,Bad
Failure,0-50,50-70,10-20h,5-10h,Neutral,Rain,End of the exam session,R7,Computer science,Medium
Success,50-80,70-90,More than 20h,10-20h,Interested,Rain,End of the exam session,Math amphi,Computer science,Good
Success,50-80,50-70,10-20h,More than 20h,Interested,Rain,Beginning of the exam session,R3,Computer science,Medium
Success,50-80,50-70,5-10h,10-20h,Neutral,Sun,Beginning of the exam session,Math amphi,Computer science,Medium
Failure,50-80,50-70,5-10h,5-10h,Neutral,Sun,Beginning of the exam session,Math amphi,Electricity engineering,Medium
Failure,50-80,50-70,10-20h,10-20h,Neutral,Rain,Middle of the exam session,Math amphi,Computer science,Good
Success,50-80,50-70,5-10h,10-20h,Neutral,Sun,Beginning of the exam session,R7,Data science,Medium
Success,80-100,70-90,More than 20h,10-20h,Interested,Sun,Middle of the exam session,R3,Electricity engineering,Medium
Failure,50-80,50-70,5-10h,10-20h,Neutral,Rain,Beginning of the exam session,R7,Computer science,Medium
Failure,50-80,50-70,10-20h,5-10h,Neutral,Sun,Middle of the exam session,R7,Computer science,Good
Success,50-80,50-70,5-10h,10-20h,Neutral,Sun,Beginning of the exam session,Math amphi,Computer science,Medium
Success,0-50,0-50,5-10h,5-10h,Neutral,Sun,Middle of the exam session,R3,Electricity engineering,Medium
Failure,50-80,50-70,More than 20h,10-20h,Interested,Rain,End of the exam session,R3,Computer science,Good
Success,50-80,50-70,10-20h,10-20h,Neutral,Sun,Beginning of the exam session,R7,Electricity engineering,Medium
Failure,80-100,70-90,10-20h,10-20h,Interested,Sun,End of the exam session,Math amphi,Computer science,Medium
Failure,0-50,50-70,10-20h,10-20h,Neutral,Sun,Middle of the exam session,Math amphi,Electricity engineering,Good
Failure,50-80,0-50,Less than 2h,5-10h,Not interested,Sun,Middle of the exam session,R7,Data science,Bad
Failure,0-50,0-50,5-10h,10-20h,Neutral,Rain,Beginning of the exam session,Math amphi,Electricity engineering,Medium
Success,0-50,0-50,2-5h,10-20h,Not interested,Rain,Beginning of the exam session,R3,Computer science,Good
Success,50-80,70-90,More than 20h,10-20h,Interested,Rain,End of the exam session,R7,Computer science,Good
Failure,50-80,50-70,5-10h,5-10h,Neutral,Rain,End of the exam session,R3,Data science,Medium
Success,50-80,0-50,Less than 2h,5-10h,Not interested,Sun,Beginning of the exam session,Math amphi,Data science,Medium
Failure,0-50,0-50,5-10h,10-20h,Neutral,Rain,End of the exam session,R3,Data science,Medium
Failure,0-50,0-50,2-5h,Less than 2h,Not interested,Sun,End of the exam session,Math amphi,Data science,Bad
Failure,50-80,0-50,5-10h,5-10h,Neutral,Rain,End of the exam session,R3,Computer science,Bad
Success,50-80,70-90,More than 20h,10-20h,Interested,Sun,Beginning of the exam session,Math amphi,Data science,Medium
Failure,80-100,50-70,10-20h,10-20h,Interested,Sun,Middle of the exam session,R7,Computer science,Medium
Success,0-50,50-70,10-20h,10-20h,Interested,Sun,End of the exam session,Math amphi,Data science,Medium
Success,80-100,50-70,5-10h,10-20h,Neutral,Rain,Beginning of the exam session,R3,Data science,Medium
Failure,50-80,0-50,Less than 2h,2-5h,Not interested,Sun,Middle of the exam session,R3,Electricity engineering,Medium
Success,50-80,50-70,10-20h,10-20h,Interested,Rain,End of the exam session,Math amphi,Computer science,Good
Failure,80-100,50-70,5-10h,10-20h,Neutral,Rain,End of the exam session,R7,Data science,Bad
Failure,80-100,70-90,10-20h,10-20h,Neutral,Rain,Beginning of the exam session,R3,Data science,Good
Failure,50-80,50-70,5-10h,2-5h,Neutral,Sun,End of the exam session,R7,Electricity engineering,Good
Failure,50-80,70-90,10-20h,10-20h,Interested,Sun,End of the exam session,R3,Computer science,Medium
Failure,50-80,50-70,5-10h,5-10h,Neutral,Sun,End of the exam session,R3,Computer science,Good
Success,80-100,70-90,10-20h,10-20h,Interested,Sun,Middle of the exam session,Math amphi,Data science,Good
Success,80-100,50-70,5-10h,5-10h,Neutral,Sun,End of the exam session,R7,Computer science,Medium
Failure,50-80,70-90,10-20h,More than 20h,Interested,Rain,Beginning of the exam session,R3,Electricity engineering,Bad
Failure,50-80,50-70,5-10h,5-10h,Neutral,Rain,End of the exam session,R3,Computer science,Good
Success,0-50,50-70,10-20h,10-20h,Interested,Sun,Middle of the exam session,R3,Computer science,Good
Success,50-80,50-70,10-20h,10-20h,Neutral,Rain,Middle of the exam session,R7,Electricity engineering,Medium
Failure,80-100,50-70,5-10h,10-20h,Neutral,Rain,Middle of the exam session,R3,Computer science,Bad
Success,50-80,50-70,10-20h,10-20h,Neutral,Sun,Middle of the exam session,Math amphi,Computer science,Medium
Success,50-80,50-70,5-10h,10-20h,Neutral,Rain,Middle of the exam session,Math amphi,Data science,Medium
Success,80-100,70-90,10-20h,10-20h,Interested,Rain,End of the exam session,R3,Electricity engineering,Medium
Failure,50-80,50-70,10-20h,10-20h,Interested,Sun,Beginning of the exam session,Math amphi,Computer science,Bad
Failure,80-100,70-90,10-20h,10-20h,Interested,Sun,Middle of the exam session,R7,Computer science,Good
Failure,0-50,0-50,5-10h,10-20h,Neutral,Sun,Beginning of the exam session,R3,Computer science,Bad
Failure,50-80,0-50,Less than 2h,2-5h,Not interested,Rain,Middle of the exam session,R3,Electricity engineering,Bad
Failure,50-80,50-70,10-20h,5-10h,Neutral,Sun,Middle of the exam session,Math amphi,Data science,Bad
Failure,50-80,50-70,10-20h,10-20h,Interested,Rain,Middle of the exam session,Math amphi,Computer science,Medium
Success,50-80,0-50,Less than 2h,5-10h,Not interested,Sun,Beginning of the exam session,R3,Data science,Bad
Failure,80-100,70-90,10-20h,5-10h,Neutral,Rain,End of the exam session,R7,Computer science,Bad
Success,80-100,70-90,10-20h,10-20h,Interested,Sun,Middle of the exam session,R3,Computer science,Good
Failure,0-50,50-70,10-20h,10-20h,Neutral,Rain,Middle of the exam session,Math amphi,Data science,Good
Success,50-80,50-70,10-20h,10-20h,Interested,Sun,Beginning of the exam session,Math amphi,Computer science,Medium
Success,80-100,0-50,Less than 2h,5-10h,Not interested,Sun,Beginning of the exam session,R3,Computer science,Medium
Success,50-80,70-90,More than 20h,10-20h,Interested,Sun,Middle of the exam session,Math amphi,Data science,Good
Success,50-80,0-50,Less than 2h,5-10h,Not interested,Sun,Beginning of the exam session,R7,Data science,Medium
Success,50-80,50-70,10-20h,10-20h,Interested,Sun,Beginning of the exam session,Math amphi,Electricity engineering,Medium
Failure,80-100,90-100,More than 20h,10-20h,Interested,Sun,End of the exam session,R3,Data science,Good
Success,80-100,50-70,10-20h,10-20h,Interested,Sun,End of the exam session,R7,Electricity engineering,Good
Failure,80-100,70-90,10-20h,10-20h,Interested,Sun,Beginning of the exam session,R3,Electricity engineering,Good
Success,50-80,70-90,More than 20h,10-20h,Interested,Sun,Beginning of the exam session,R3,Computer science,Good
Success,50-80,50-70,10-20h,More than 20h,Interested,Rain,Beginning of the exam session,R7,Data science,Good
Failure,0-50,0-50,5-10h,10-20h,Neutral,Sun,Beginning of the exam session,R7,Electricity engineering,Bad
Failure,80-100,70-90,10-20h,10-20h,Interested,Sun,End of the exam session,R7,Data science,Medium
Success,50-80,50-70,10-20h,10-20h,Interested,Sun,Middle of the exam session,R7,Data science,Bad
Failure,80-100,70-90,10-20h,10-20h,Neutral,Rain,Middle of the exam session,R7,Electricity engineering,Good
Failure,0-50,50-70,10-20h,5-10h,Neutral,Sun,End of the exam session,Math amphi,Computer science,Good
Success,80-100,70-90,10-20h,5-10h,Neutral,Sun,End of the exam session,Math amphi,Computer science,Good
